model_name, vector_size, start, end, nb_zones, metric, mode, tran_size, val_size, test_size, train_pct_size, val_pct_size, test_pct_size, train_acc, val_acc, test_acc, all_acc, F1_train, recall_train, roc_auc_train, F1_val, recall_val, roc_auc_val, F1_test, recall_test, roc_auc_test, F1_all, recall_all, roc_auc_all
ensemble_model_N26_B0_E26_nb_zones_10_lowest_sv_std_filters_svdn,26,0,26,10, lowest_sv_std_filters, svdn,540,180,180,0.6,0.2,0.2, [0.60185185 0.63888889 0.69444444 0.68518519 0.65740741],0.569767441860465,0.598837209302326,0.831447963800905,0.988970588235294,0.996296296296296,0.988888888888889,0.606382978723404,0.695121951219512,0.575338753387534,0.660098522167488,0.744444444444444,0.591734417344173,0.840641711229946,0.889140271493213,0.831447963800905
svm_model_N80_B0_E80_nb_zones_8_lowest_sv_std_filters_svdn,80,0,80,8, lowest_sv_std_filters, svdn,428,142,142,0.601123595505618,0.199438202247191,0.199438202247191, [0.59302326 0.53488372 0.58139535 0.55813953 0.63095238],0.654929577464789,0.584507042253521,0.848314606741573,1,1,1,0.601626016260162,0.578125,0.648036858974359,0.569343065693431,0.506493506493506,0.591708291708292,0.843023255813953,0.816901408450704,0.848226614589498
ensemble_model_v2_N32_B0_E32_nb_zones_4_highest_sv_std_filters_svd,32,0,32, zones, highest_sv_std_filters, svd,248,82,82,0.601941747572815,0.199029126213592,0.199029126213592, [0.78       0.7        0.72       0.74       0.70833333],0.609756097560976,0.585365853658537,0.839805825242718,1,1,1,0.692307692307692,0.75,0.580882352941176,0.622222222222222,0.717948717948718,0.591532498509243,0.850678733031674,0.890995260663507,0.8385324562024
svm_model_N60_B0_E60_nb_zones_10_lowest_sv_std_filters_svdne,60,0,60,10, lowest_sv_std_filters, svdne,560,186,186,0.600858369098712,0.199570815450644,0.199570815450644, [0.64285714 0.66071429 0.66071429 0.63392857 0.6875    ],0.697530864197531,0.592592592592593,0.807692307692308,0.897579143389199,0.860714285714286,0.901785714285714,0.716763005780347,0.775,0.698475609756098,0.645161290322581,0.731707317073171,0.590853658536585,0.810267857142857,0.821266968325792,0.807692307692308
ensemble_model_N4_B0_E4_nb_zones_8_lowest_sv_std_filters_svdne,4,0,4,8, lowest_sv_std_filters, svdne,466,155,155,0.600515463917526,0.199742268041237,0.199742268041237, [0.70212766 0.80851064 0.77659574 0.77173913 0.7826087 ],0.496774193548387,0.587096774193548,0.811855670103093,0.991416309012875,0.991416309012875,0.991416309012875,0.606060606060606,0.759493670886076,0.491588940706196,0.648351648351648,0.776315789473684,0.590689540306462,0.8274231678487,0.902061855670103,0.811855670103093
svm_model_N4_B0_E4_nb_zones_4_highest_wave_sv_std_filters_svdne,4,0,4,4, highest_wave_sv_std_filters, svdne,218,72,72,0.602209944751381,0.198895027624309,0.198895027624309, [0.54545455 0.56818182 0.59090909 0.54545455 0.4047619 ],0.444444444444444,0.555555555555556,0.569060773480663,0.674418604651163,0.798165137614679,0.614678899082569,0.565217391304348,0.866666666666667,0.504761904761905,0.644444444444444,0.90625,0.590625,0.645454545454546,0.830409356725146,0.58274394537828
svm_model_N32_B0_E32_nb_zones_4_lowest_sv_std_filters_svdne,32,0,32,4, lowest_sv_std_filters, svdne,214,71,71,0.601123595505618,0.199438202247191,0.199438202247191, [0.65909091 0.70454545 0.45238095 0.5        0.52380952],0.591549295774648,0.549295774647887,0.584269662921348,0.635983263598326,0.710280373831776,0.593457943925234,0.632911392405063,0.757575757575758,0.602472089314195,0.578947368421053,0.785714285714286,0.590531561461794,0.624365482233503,0.732142857142857,0.592135258358663
ensemble_model_N26_B0_E26_nb_zones_4_highest_sv_std_filters_svdn,26,0,26,4, highest_sv_std_filters, svdn,232,77,77,0.601036269430052,0.199481865284974,0.199481865284974, [0.6875     0.69565217 0.73913043 0.82608696 0.63043478],0.597402597402597,0.584415584415584,0.77461139896373,0.894736842105263,0.879310344827586,0.896551724137931,0.626506024096385,0.619047619047619,0.595238095238095,0.58974358974359,0.657142857142857,0.59047619047619,0.776349614395887,0.782383419689119,0.774611398963731
ensemble_model_N8_B0_E8_nb_zones_8_highest_wave_sv_std_filters_svdn,8,0,8,8, highest_wave_sv_std_filters, svdn,454,151,151,0.600529100529101,0.19973544973545,0.19973544973545, [0.64130435 0.55434783 0.57777778 0.58888889 0.61111111],0.622516556291391,0.589403973509934,0.841269841269841,0.997792494481236,0.995594713656388,0.997797356828194,0.606896551724138,0.594594594594595,0.621972621972622,0.597402597402597,0.575,0.590316901408451,0.840425531914894,0.829396325459318,0.841364829396325
svm_model_N40_B0_E40_nb_zones_6_highest_sv_std_filters_svdn,40,0,40,6, highest_sv_std_filters, svdn,314,104,104,0.601532567049808,0.199233716475096,0.199233716475096, [0.59375    0.59375    0.56451613 0.72580645 0.61290323],0.644230769230769,0.586538461538462,0.772030651340996,0.869565217391304,0.828025477707006,0.875796178343949,0.699186991869919,0.796296296296296,0.638148148148148,0.650406504065041,0.784313725490196,0.590270070292268,0.781651376146789,0.812977099236641,0.771873165002936
